НТД.ID,НТД_1.ID,Дата_регистрации,Корреспондент,Часть_проекта,Ndog,Наименование документа,krat_neim,Obekt,Блок,Стадия_проекта,NAME,Шифр (обозначение документа),Инв_№разраб_пр
8998,13484,19.11.2003,УКС,К,43-206,АХК ВХР второго контура. СВО-5. Автоматика технологическая,,СК,1,Р,Смета,№68.Р1/376к,39771к
8998,13485,19.11.2003,УКС,К,43-206,АХК ВХР второго контура. СВО-5. Автоматика технологическая,,СК,1,Р,Смета,№68.Р1/376к-1,39772к
13486,13487,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Чертеж,43-237.203.019.ТМ 01,"139871т, изм 1ГАН"
13486,13488,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Смета локальная (к узлу),10А.1/67т,39810т
13486,13489,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Смета локальная (к узлу),10А.1/67т-1,39811т
13486,13490,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Спецификация заказная,43-237.203.09.ЗС00,139880т
13486,13491,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Спецификация заказная,43-237.203.10.ЗС00,139881т
13486,13492,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Спецификация заказная,43-237.203.11.ЗС00,139882т
13486,13493,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Спецификация заказная,43-237.203.12.ЗС00,139883т
13486,13494,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Спецификация заказная,43-237.203.13.ЗС00,139884т
13486,13495,21.10.2004,УКС,Т,43-237,ГК. РО.Трубопроводы подачи сжатого воздуха для пневмоиспытания локализующих групп.,,РО,1,Р,Спецификация заказная,43-237.203.14.ЗС00,139885т
8998,13496,19.11.2003,УКС,К,43-206,АХК ВХР второго контура. СВО-5. Автоматика технологическая,,СК,1,Р,Смета,№68.Р1/376к-2,39829к
13497,13498,28.09.2004,УКС,К,43-237,ГК. АХК ВХР второго контура СВО-5. Продувочная вода парогенераторов. Автоматика технологическая,,РО,1,Р,Спецификация заказная,43-237.209.025.ЗС14,139852к
13497,13499,28.09.2004,УКС,К,43-237,ГК. АХК ВХР второго контура СВО-5. Продувочная вода парогенераторов. Автоматика технологическая,,РО,1,Р,Спецификация заказная,43-237.209.026.ЗС15,139853к
13510,13511,15.11.2004,УКС,Т,43-237,"Монтаж трубопроводов грязного борного концентрата системы СВО-6 и трубопроводов трапных вод, кубового остатка и шлама ХЖО-1",,СК,1,Р,Смета,№68р.1/37в,39914т
13510,13512,15.11.2004,УКС,Т,43-237,"Монтаж трубопроводов грязного борного концентрата системы СВО-6 и трубопроводов трапных вод, кубового остатка и шлама ХЖО-1",,СК,1,Р,Смета,№68р.1/36в,39913т
13513,13514,06.12.2004,УКС,ВК,57-402,"Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РО,1,Р,Чертеж,57-402.216.001.ПТ01,139924вк
13513,13515,06.12.2004,УКС,ВК,57-402,"Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РО,1,Р,Спецификация оборудования (в составе документации на автоматизированные системы),57-402.216.001.ПТ01.С,139925вк
13513,13516,06.12.2004,УКС,ВК,57-402,"Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РО,1,Р,Смета,№10.р1/251г(н),39939вк
13513,13517,06.12.2004,УКС,ВК,57-402,"Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РО,1,Р,Смета,№10.р1/251г-1(н),39940вк
13518,13519,06.12.2004,УКС,Э,43-425,ГК. Модернизация АВР источников питания при снижении напряжения питания. Автоматика электрическая,,РО,1,Р,Чертеж,43-425.207.001.АЭ01,139927э
13518,13520,06.12.2004,УКС,Э,43-425,ГК. Модернизация АВР источников питания при снижении напряжения питания. Автоматика электрическая,,РО,1,Р,Спецификация оборудования (в составе документации на автоматизированные системы),43-325.207.001.АЭ01.С,139928э
13518,13521,06.12.2004,УКС,Э,43-425,ГК. Модернизация АВР источников питания при снижении напряжения питания. Автоматика электрическая,,РО,1,Р,Смета,№10.Р1/252э,39942э
13518,13522,06.12.2004,УКС,Э,43-425,ГК. Модернизация АВР источников питания при снижении напряжения питания. Автоматика электрическая,,РО,1,Р,Смета,№10.Р1/252э-1,39943э
8060,13523,26.03.2003,УКС,Э,43-320,"Альбом заполнения кабельных герметических проходок PEG3, PEG5. Замена гермопроходок",,РО,1,Р,Смета,№10.Р1/253э,39975э
13525,13526,20.12.2004,УКС,Э,43-428,ГК. Устройства ограничения времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. Автоматика электрическая,,ТО,1,Р,Чертеж,43-428.207.001.АЭ01,139935э
13525,13527,20.12.2004,УКС,Э,43-428,ГК. Устройства ограничения времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. Автоматика электрическая,,ТО,1,Р,Спецификация оборудования (в составе документации на автоматизированные системы),43-428.207.001.АЭ01.С,139936э
13525,13528,20.12.2004,УКС,Э,43-428,ГК. Устройства ограничения времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. Автоматика электрическая,,ТО,1,Р,Смета,№10.Р1/255э,39978э
13525,13529,20.12.2004,УКС,Э,43-428,ГК. Устройства ограничения времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. Автоматика электрическая,,ТО,1,Р,Смета,№10.Р1/255э-1,39979э
13530,13531,20.12.2004,УКС,К,43-428,ГК. Ограничение времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. АСУ ТП,,ТО,1,Р,Чертеж,43-428.209.001.АТ01,139938к
13530,13532,20.12.2004,УКС,К,43-428,ГК. Ограничение времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. АСУ ТП,,ТО,1,Р,Спецификация заказная,43-428.209.001.ЗС01,139939к
13530,13533,20.12.2004,УКС,К,43-428,ГК. Ограничение времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. АСУ ТП,,ТО,1,Р,Спецификация заказная,43-428.209.002.ЗС02,139940к
13530,13534,20.12.2004,УКС,К,43-428,ГК. Ограничение времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. АСУ ТП,,ТО,1,Р,Спецификация заказная,43-428.209.005.ЗС03,139941к
13530,13535,20.12.2004,УКС,К,43-428,ГК. Ограничение времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. АСУ ТП,,ТО,1,Р,Смета,№10.Р1/254к,39982к
13530,13536,20.12.2004,УКС,К,43-428,ГК. Ограничение времени работы оборудования при отклонениях частоты электрического тока от длительно допустимых значений. АСУ ТП,,ТО,1,Р,Смета,№10.Р1/254к-1,39983к
13381,13538,06.04.2004,УКС,К,43-368,Автоматизированная система радиационного контроля,,ГК,1,Р,Смета,№10.Р1/240-1к,39996к
13537,13539,12.01.2005,УКС,ВК,57-402,"Ячейки №1,2,3. Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РДЭС,1,Р,Чертеж,57-402.216.002.ПТ02,139945вк
13537,13540,12.01.2005,УКС,ВК,57-402,"Ячейки №1,2,3. Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РДЭС,1,Р,Спецификация оборудования (в составе документации на автоматизированные системы),57-402.216.002.ПТ02.С,139946вк
13537,13541,12.01.2005,УКС,ВК,57-402,"Ячейки №1,2,3. Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РДЭС,1,Р,Смета,№26.р1/24г(н),39989вк
13537,13542,12.01.2005,УКС,ВК,57-402,"Ячейки №1,2,3. Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РДЭС,1,Р,Смета,№26.р1/24г-1(н),39990вк
13537,13543,12.01.2005,УКС,ВК,57-402,"Ячейки №1,2,3. Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РДЭС,1,Р,Смета,№26.р1/25г(н),39991вк
13537,13544,12.01.2005,УКС,ВК,57-402,"Ячейки №1,2,3. Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РДЭС,1,Р,Смета,№26.р1/25г-1(н),39992вк
13537,13545,12.01.2005,УКС,ВК,57-402,"Ячейки №1,2,3. Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РДЭС,1,Р,Смета,№26.р1/26г(н),39993вк
13537,13546,12.01.2005,УКС,ВК,57-402,"Ячейки №1,2,3. Применение пленкообразующего вещества ""Purocool"" в стационарных и автоматических системах пожаротушения",,РДЭС,1,Р,Смета,№26.р1/26г-1(н),39994вк
13470,13547,21.08.2004,УКС,К,43-237,ГК. Модернизация системы продувки ПГ АСУ ТП,,РО,1,Р,Спецификация заказная,ГАН-5144/АСУ,139729к
12997,13548,17.04.1986,,К,,ДО. Полные электрические схемы электронных регуляторов и электроприводов арматуры,,МЗ,1,П,Спецификация заказная,ГАН-5145/АСУ,
13549,13550,20.01.2005,УКС,К,43-453,Главный корпус. Разделение импульсных линий датчиков КИП систем безопасности и аварийной защиты. АСУ ТП,ЦТАИ,РО,1,Р,Чертеж,43-453.209.001.АТ01,139916к
13549,13551,20.01.2005,УКС,К,43-453,Главный корпус. Разделение импульсных линий датчиков КИП систем безопасности и аварийной защиты. АСУ ТП,ЦТАИ,РО,1,Р,Спецификация оборудования (в составе документации на автоматизированные системы),38-453.209.001.АТ01.С,139917к
13549,13552,20.01.2005,УКС,К,43-453,Главный корпус. Разделение импульсных линий датчиков КИП систем безопасности и аварийной защиты. АСУ ТП,ЦТАИ,РО,1,Р,Спецификация заказная,43-453.209.002.ЗС01,139918к
13549,13553,20.01.2005,УКС,К,43-453,Главный корпус. Разделение импульсных линий датчиков КИП систем безопасности и аварийной защиты. АСУ ТП,ЦТАИ,РО,1,Р,Смета,№10.Р1/250к,39841к
13451,13554,28.07.2004,УКС,К,43-376,ГК. Преодоление режима разуплотнения теплообменника автономного контура ГЦН и доохладителя продувки 1-го контура АСУ ТП,,РО,1,Р,Спецификация заказная,ГАН-5147/СО МК,
13555,13556,31.01.2005,УКС,СО,,"Отм. 0,000. Помещение №123/2,3. Съемные щиты монтажных проемов",,РО,1,Р,Чертеж,№ГАН-5146/СО КМ,
8060,13557,26.03.2003,УКС,Э,43-320,"Альбом заполнения кабельных герметических проходок PEG3, PEG5. Замена гермопроходок",,РО,1,Р,Записка,210006.0473123.40001.470.ЭТ06.ПЗ,139932-э
13402,13558,21.05.2004,УКС,п,43-360,ГК. Огнезадерживающие клапаны кабельных помещений систем безопасности БЩУ и РЩУ. Автоматика противопожарная,ЭЦ,РО,1,Р,Смета,№10.Р1/241э-2,40218п
13559,13560,13.04.2005,УКС,К,43-368,Автоматизированная система радиационного контроля,ЦРБ,ГК,1,Р,Чертеж,43-368.209.002.РК02,140048к
13559,13561,13.04.2005,УКС,К,43-368,Автоматизированная система радиационного контроля,ЦРБ,ГК,1,Р,Спецификация оборудования (в составе документации на автоматизированные системы),43-368.209.002.РК02.С,140049к
13559,13562,13.04.2005,УКС,К,43-368,Автоматизированная система радиационного контроля,ЦРБ,ГК,1,Р,Записка,43-368.209.002.РК02.ПЗ,140050к
13559,13563,13.04.2005,УКС,К,43-368,Автоматизированная система радиационного контроля,ЦРБ,ГК,1,Р,Смета,№10.Р1/260к,40221к
13559,13564,13.04.2005,УКС,К,43-368,Автоматизированная система радиационного контроля,ЦРБ,ГК,1,Р,Смета,№10.Р1/260к-1,40222к
13565,13566,14.05.2005,УКС,п,43-208,Насосная. Автоматика противопожарная,ЭЦ,ММДХ,1,Р,Чертеж,43-208.207.001.АП01,140026п
13565,13567,14.05.2005,УКС,п,43-208,Насосная. Автоматика противопожарная,ЭЦ,ММДХ,1,Р,Спецификация оборудования (в составе документации на автоматизированные системы),43-208.207.001.АП01.С,140027п
13565,13568,14.05.2005,УКС,п,43-208,Насосная. Автоматика противопожарная,ЭЦ,ММДХ,1,Р,Задание заводу на оборудование,43-208.207.002.АП02.000000.ДО,140028п-140032п
13565,13569,14.05.2005,УКС,п,43-208,Насосная. Автоматика противопожарная,ЭЦ,ММДХ,1,Р,Смета,№95.Р1/1э,40178п
13565,13570,14.05.2005,УКС,п,43-208,Насосная. Автоматика противопожарная,ЭЦ,ММДХ,1,Р,Смета,№95.Р1/1э-1,40179п
13571,13572,10.05.2005,УКС,К,43-457,ГК. Система АХК ВХР второго контура. Автоматика технологическая.,,РО,1,Р,Спецификация заказная,43-457.209.004.ЗС03,140093к
13305,13573,03.10.1986,УКС,,,Опережающий ввод установок автоматического пожаротушения. Схема управления задвижки пожаротушения,,блок 1,1,П,Чертеж,210006.0474036.40001.000.АЭ01,ГАН-2425/АСУ
13306,13574,03.10.1986,УКС,,,"Противопожарная автоматика. Электродвигатель пожарного насоса І (ІІ, ІІІ) системы безопасности. Схема электрическая полная. (Временное подключение)",,РО,1,П,Чертеж,,ГАН-2430/ЭТО
13307,13575,08.10.1986,УКС,СО,,Форкамера в осях 1-2 по ряду А,,ГК,1,П,Чертеж,,ГАН-2427/СО
13308,13576,14.10.1986,УКС,,,Журнал №2 контрольных кабелей КИП,,ТО,1,П,Чертеж,,ГАН-2429/АСУ
13309,13577,24.10.1986,УКС,,,Герметичная часть и обстройка. Компановка щита перегрузочной машины. План на отм.41.400,,РО,1,П,Чертеж,,ГАН-2553/ЭТО
13310,13578,24.10.1986,УКС,,,Герметичная часть и обстройка. Журнал силовых и контрольных кабелей перегрузочной машины,,РО,1,П,Чертеж,,ГАН-2355/ЭТО
13311,13579,24.10.1986,УКС,,,Опережающий ввод. Противопожарная автоматика. Журнал контрольных кабелей в части кнопочных постов у пожарных кранов,,блок 1,1,П,Чертеж,,ГАН-2459/ЭТО
13312,13580,24.10.1986,УКС,,,ДО. Трубопроводы сетевой воды. Обвязка насосов СЭ-1250-140,,ТО,1,П,Чертеж,,ГАН-2420/ТМО
13313,13581,05.11.1986,УКС,С,,Цветовое решение окраски технологического оборудования и трубопроводов,,РО,1,П,Чертеж,210006.0414244.40001.070.АР10,13617с
13314,13582,21.11.1986,УКС,СО,,Фундаменты баков дистиллата. Канал связи баков с реакторным отделением,РЦ,РО,1,П,Чертеж,210006.0808042.4000.000.КЖ01,ГАН-2464/СО
13315,13583,21.11.1986,УКС,СО,,Фундамент под воздухосборник. Геометрические размеры и армирование фундамента,,РО,1,П,Чертеж,210006.0808042.4000.000.КЖ02,ГАН-2465/СО
13316,13584,21.11.1986,УКС,СО,,"Металлическая лестница в осях 1-2 у ряда ""Б""",,ДО,1,П,Чертеж,210014.0406041.00004.000.КМ02,ГАН-2328/СО
13317,13585,24.11.1986,УКС,,,Кабельный журнал связи БЩУ.ССО. Кабельный журнал связи панелей БЩУ и УЛУ 233М (ІІ системы),,РО,1,П,Чертеж,210006.0477234.40001.000.ВТ03,ГАН-2337/АСУ
13318,13586,24.11.1986,УКС,,,Кабельный журнал №1 (дополнительный) контрольных кабелей КИП,,РО,1,П,Чертеж,,ГАН-2292/АСУ
13319,13587,04.12.1986,УКС,,,Негерметичная часть. Трубопроводы обвязки задвижек главных паропроводов,,РО,1,П,Чертеж,210006.0446227.40001.000.ТМ09,ГАН-2144/ТМО
13320,13588,09.12.1986,УКС,СО,,Герметичная часть. М/к площадок с отм. 13.200 до отм. 19.340. Схема элементов в пом. ГА-306/1-2 на отм. 16.00,,РО,1,П,Чертеж,210006.0416441.40001.000.КМ05,ГАН-2533/СО
13321,13589,11.12.1986,УКС,,,Рабочее место оператора-технолога РО,,блок 1,1,П,Чертеж,,ГАН-2499/АСУ
13322,13590,23.12.1986,УКС,,,"Блок №1. Кабельные шахты №І, ІІ, ІІІ с.б. Принципиальная схема. Обстройка. Трубопроводы автоматического пожаротушения",,РО,1,П,Чертеж,,ГАН-2557/ОГС
13323,13591,04.01.1987,УКС,,,Противопожарная автоматика. Общие данные,,РО,1,П,Чертеж,,ГАН-2561/АСУ
13324,13592,09.01.1987,УКС,,,Противопожарная автоматика. Опережающий вод пожаротушения,,РО,1,П,Чертеж,,ГАН-2583/АСУ
13325,13593,09.01.1987,УКС,,,"Опережающий ввод установок пожаротушения. Сборка задвижек пожаротушения ""LF01"". Схема заполнения и подключения",,РО,1,П,Чертеж,,ГАН-2572/АСУ
13326,13594,13.01.1987,УКС,СО,,"Герметичная часть. М/к площадок с отм. 13,200 до 19,340",,РО,1,П,Чертеж,,ГАН-2620/СО
13327,13595,27.01.1987,УКС,СО,,"Металлические конструкции площадок с отм. 13,20 до 13,34. Схема элементов",,РО,1,П,Чертеж,,ГАН-2619/СО
13328,13596,30.01.1987,УКС,,,ГК.ДО. Трубопроводы питательной воды к гидроприводам насосов откачки конденсата ПВД,,ТО,1,П,Чертеж,210006.0202327.00001.000.ТМ01,ГАН-2622/ТМО
13329,13597,30.01.1987,УКС,СО,,"Защитная оболочка с отм. 13,200 до отм. 51,610. Металлоконструкции каркаса. Деталь заделки резервной электропроходки",,РО,1,П,Чертеж,,ГАН-2615/СО
13330,13598,03.02.1987,УКС,,,Опоры под пневмо- и электроприводы арматуры,,РО,1,П,Чертеж,,ГАН-2496/ТМО
13331,13599,03.02.1987,УКС,,,Трубопроводы Рр>22 кгс/см2. Опоры под арматуру Ду<100,,РО,1,П,Чертеж,,ГАН-2315/ТМО
13332,13600,05.02.1987,УКС,,,Блок №1. Устройство временного покрытия купола,,РО,1,П,Чертеж,,ГРП-2955
13333,13601,05.02.1987,УКС,,,"Устройство временной кровли. План, разрез, ведомость объемов работ",,РО,1,П,Чертеж,,ГРП-2963
13334,13602,09.02.1987,УКС,,,"Бланки печати аналоговых сигналов реакторного отделения. УВС ""Комплекс-Титан-2""",,РО,1,П,Чертеж,210006.0460433.40001.000.АТ08,14308
13335,13603,17.02.1987,УКС,СО,,"Блок №1, 2. Пол на отм 0,000",,МО,1,П,Чертеж,,ГАН-2541/СО
13336,13604,18.02.1987,УКС,,,Система пусконаладочных измерений бл. №1 ХАЭС. Кабельный журнал,,блок 1,1,П,Чертеж,3п 551032.00. ОООТ-И2,
13337,13605,19.02.1987,УКС,,,Внешние присоединения кабелей к сборкам РТ30 и в части приводов,,ТО,1,П,Чертеж,,ГАН-2632/АСУ
13338,13606,19.02.1987,УКС,СО,,"Герметичная часть. Металлоконструкции обходных площадок и лестниц с отм. 13,20 до отм. 36,900. Схема металлоконструкций на отм. 19,550, 22,600, 25,700, 28,000, 30,320, 34,800, 36,900. Разрез 1-1. Общие данные",,РО,1,П,Чертеж,210006.0418241.40002.000.КМ06,ГАН-2643/СО
13339,13607,24.02.1987,УКС,,,"Герметичная часть. Трубопроводы газовых сдувок, Рр<22кгс/см2. Общие данные",,РО,1,П,Чертеж,,ГАН-2591/ТМО
13340,13608,24.02.1987,УКС,,,Герметичная часть. Трубопроводы организованных протечек Рр<22кгс/см2,,РО,1,П,Чертеж,,ГАН-2594/ТМО
13341,13609,24.02.1987,УКС,,,Герметичная часть. Трубопроводы дистиллата Рр<22кгс/см2. Правила АЭС,,РО,1,П,Чертеж,,ГАН-2593/ТМО
13342,13610,24.02.1987,УКС,,,Герметичная часть. Трубопроводы продувки-подпитки 1-го контура Рр<22кгс/см2.,,РО,1,П,Чертеж,,ГАН-2595/ТМО
13343,13611,24.02.1987,УКС,,,Герметичная часть. Трубопроводы аварийной питательной воды Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2597/ТМО
13344,13612,24.02.1987,УКС,,,Герметичная часть. Трубопроводы КУП Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2596/ТМО
13345,13613,24.02.1987,УКС,,,Герметичная часть. Трубопроводы продувки-подпитки Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2598/ТМО
13346,13614,24.02.1987,УКС,,,Герметичная часть. Трубопроводы организованных протечек. Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2599/ТМО
13347,13615,24.02.1987,УКС,,,Герметичная часть. Трубопроводы газовых сдувок. Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2592/ТМО
13348,13616,24.02.1987,УКС,,,Герметичная часть. Паропровод 2-го контура.Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2602/ТМО
13349,13617,24.02.1987,УКС,,,Герметичная часть. Трубопроводы продувки парогенераторов 2-го контура. Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2606/ТМО
13350,13618,24.02.1987,УКС,,,Герметичная часть. Трубопроводы ввода бора Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2605/ТМО
13351,13619,24.02.1987,УКС,,,Герметичная часть. Трубопроводы отбора проб. Рр>22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2601/ТМО
13352,13620,24.02.1987,УКС,,,"Герметичная часть. Трубопроводы Ду<100. Сводная спецификация на детали опор и подвесок, металл для крепления",,РО,1,П,Спецификация (в составе конструкторской документации),,ГРП-2638/ТМО
13353,13621,27.02.1987,УКС,,,"Трубопроводы и воздуховоды отопления и вентиляции с отм. 36,600. Установочный чертеж локализующей арматуры",,РО,1,П,Чертеж,,ГАН-2454/ООВ
13354,13622,27.02.1987,УКС,,,Негерметичная часть. Трубопроводы аварийного расхолаживания 1-го контура Рр>22 кгс/см2. Опора трубопроводов Ду<50,,РО,1,П,Чертеж,,ГРП-2453/ООВ
13355,13623,02.03.1987,УКС,,,технологическая карта на пом. А023. Книга 2/2. Временная вентиляция. Временное электроснабжения,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК-1ВВ,
13355,13624,02.03.1987,УКС,,,технологическая карта на пом. А023. Книга 2/2. Временная вентиляция. Временное электроснабжения,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК-1эл,
13356,13625,02.03.1987,УКС,,,Технологическая карта на пом. А029. Книга 3/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК2 ВВ,
13356,13626,02.03.1987,УКС,,,Технологическая карта на пом. А029. Книга 3/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК2 эл,
13357,13627,02.03.1987,УКС,,,Технологическая карта на пом. А033. Книга 4/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 3 ВВ,
13357,13628,02.03.1987,УКС,,,Технологическая карта на пом. А033. Книга 4/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 3 эл,
13358,13629,02.03.1987,УКС,,,Технологическая карта на пом. А037. Книга 5/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 4ВВ,
13358,13630,02.03.1987,УКС,,,Технологическая карта на пом. А037. Книга 5/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 4эл,
13359,13631,02.03.1987,УКС,,,Технологическая карта на пом. А-123/3. Книга 6/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 5ВВ,
13359,13632,02.03.1987,УКС,,,Технологическая карта на пом. А-123/3. Книга 6/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 5эл,
13360,13633,02.03.1987,УКС,,,Технологическая карта на пом. А319. Книга 7/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 6ВВ,
13360,13634,02.03.1987,УКС,,,Технологическая карта на пом. А319. Книга 7/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 6эл,
13361,13635,02.03.1987,УКС,,,Технологическая карта на пом. А327. Книга 8/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 7ВВ,
13361,13636,02.03.1987,УКС,,,Технологическая карта на пом. А327. Книга 8/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 7эл,
13362,13637,02.03.1987,УКС,,,Технологическая карта на пом. А423. Книга 9/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 8ВВ,
13362,13638,02.03.1987,УКС,,,Технологическая карта на пом. А423. Книга 9/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 8эл,
13363,13639,02.03.1987,УКС,,,Технологическая карта на пом. АВ314/2. Книга 11/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 10ВВ,
13363,13640,02.03.1987,УКС,,,Технологическая карта на пом. АВ314/2. Книга 11/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 10эл,
13364,13641,02.03.1987,УКС,,,Технологическая карта на пом. АВ713/1. Книга 10/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 9ВВ,
13364,13642,02.03.1987,УКС,,,Технологическая карта на пом. АВ713/1. Книга 10/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 9эл,
13365,13643,02.03.1987,УКС,,,Технологическая карта на пом. АВ 810. Книга 13/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 12ВВ,
13365,13644,02.03.1987,УКС,,,Технологическая карта на пом. АВ 810. Книга 13/2. Временная вентиляция. Временное электроснабжение,,блок 1,1,П,Чертеж,029-18-13-ППР-ТК 12эл,
13366,13645,02.03.1987,УКС,,,Проект производства работ по противокоррозионной защите с выделением отдельных помещений. Книга 4. Временная вентиляция и электроснабжение,,блок 1,1,П,Чертеж,029-18-13.ППР.ВВ,
13367,13646,02.03.1987,УКС,,,Проект производства работ по противокоррозионной защите с выделением отдельных помещений. Книга 1. Технологическая часть,,блок 1,1,П,Чертеж,029-07-10-ППР 3,
13368,13647,02.03.1987,УКС,,,Проект производства работ по противокоррозионной защите с выделением отдельных помещений. Книга 9. Контроль качества,,блок 1,1,П,Чертеж,029-06-10-ППР9-КК,
13369,13648,05.03.1987,УКС,К,,Алгоритм опробования защит реакторного отделения,,БМ,1,П,Чертеж,210006.0474525.40001.000.АТ.00,99707к
13370,13649,05.03.1987,УКС,К,,Разработка технологического алгоритма централизованного опробования защит бл.№ 1-4 ХАЭС.,,блок 1,1,П,Записка,210006.0474525.40001.000.АТ.01,99701к
13371,13650,05.03.1987,УКС,К,,Алгоритм опробования машзала,,блок 1,1,П,Чертеж,210006.0461235.00001.000.АТ.00,99747к
13372,13651,10.03.1987,УКС,,,Установочные чертежи транспортно-технологического оборудования. Дренажный насос бассейна выдержки 2 АЦВ-10-16-30А. Установочный чертеж,,РО,1,П,Чертеж,,ГАН-2637/ТМО
13373,13652,10.03.1987,УКС,,,Герметичная часть. Трубопроводы опорожнения бассейна выдержки Рр<22 кгс/см2,,РО,1,П,Чертеж,,ГАН-2636/ТМО
