НТД.ID,НТД_1.ID,Дата_регистрации,Корреспондент,Часть_проекта,Ndog,Наименование документа,krat_neim,Obekt,Блок,Стадия_проекта,NAME,Шифр (обозначение документа),Инв_№разраб_пр
4004,4005,13.08.2003,УКС,С,61,МАШЗАЛ. ОГНЕЗАЩИТА ФЕРМ МАШЗАЛА ППР,ОППР,МЗ,1,Р,Проект производства работ для строительства,,607137
4006,4007,02.09.2003,УКС,Т,43-309,Уравномеры для замера уровня в баках СВО и ХЖО,ОППР,СК,1,Р,Чертеж,43-309.205.001.СО01,137955т
4006,4008,02.09.2003,УКС,Т,43-309,Уравномеры для замера уровня в баках СВО и ХЖО,ОППР,СК,1,Р,Спецификация оборудования (в составе документации на автоматизированные системы),43-309.205.001.СО01.С,137956т
4006,4009,02.09.2003,УКС,Т,43-309,Уравномеры для замера уровня в баках СВО и ХЖО,ОППР,СК,1,Р,Смета локальная (к узлу),68р.1/231В-3,34323т
3960,4010,26.02.1993,УКС,,,"РО ИЗМЕНЕНИЕ СХЕМЫ БЛОКИРОВОК СОГЛАСНО TQ32,33(42,43,52,53) РЕГЛАМЕНТА",ЦТАИ,РО,1,Р,Чертеж,ГАН-0554/АСУ,
4011,4012,24.08.1990,,Т,,Реконструкия. Негерметичная часть,УПТК,РО,1,Р,"Трубопроводы (трубопроводы, узлы трубопроводов, монтажно-сборочные и монтажно-трассировочные чертежи трубопроводов, маслопроводы, паропроводы и т.п.)",210006.0445527.40001.400.ТМ01,124198т
4011,4013,24.08.1990,,Т,,Реконструкия. Негерметичная часть,УПТК,РО,1,Р,Смета,,10А. 1/8т
4014,4015,23.04.1990,,,0317-кр,Устройство ввода и перемешивания растворов при химической промывке ПГВ-1000,ХЦ,блок 1,1,Р,Чертеж,320-э3.01-14.01.000СБ,
4016,4017,11.07.1990,,Т,,Тепломеханическая часть двух РДЭСО,УПТК,РДЭС,1,Р,Схема,9869.12-01-63.Т6,
4016,4018,11.07.1990,,Т,,Тепломеханическая часть двух РДЭСО,УПТК,РДЭС,1,Р,,,
4016,4019,11.07.1990,,Т,,Тепломеханическая часть двух РДЭСО,,РДЭС,1,Р,,,
4020,4021,14.08.1990,,ВО,,Фильтр-адсорбер,,блок 1,1,Р,Чертеж,ВГ37.01.00.ВО,
4022,4023,24.08.1990,,,,Негерметичная часть. Дополнительные баки,,РО,1,Р,Дополнительные материалы по анализу безопасности,210006.0413341.40001.470.КМ.031,124151с
4024,4025,24.08.1990,УКС,С,,"Баки до отметки 10,8",,РО,1,Р,Чертеж,210006.0413341.40001.470.КМ.02,124152с
4026,4027,24.08.1990,УКС,С,,Негерметичная часть. Насос в помещении А119,,РО,1,Р,Чертеж,210006.0442141.40001.570.КМ.01,124171с
4028,4029,24.08.1990,УКС,С,,Герметичный объем. Баки под оболочкой. Бак дыхательный промконтиура,,РО,1,Р,Чертеж,210006.0417241.40001.570.КМ.01,124153с
4030,4031,24.08.1990,УКС,Т,,Герметичная часть. Трубопроводы слива запирающей воды от гидроциклонов ГЦН,,РО,1,Р,Чертеж,210006.0445227.40001.400.ТМ.01,124158т
4030,4032,24.08.1990,УКС,Т,,Герметичная часть. Трубопроводы слива запирающей воды от гидроциклонов ГЦН,,РО,1,Р,Смета,,10А.1/11т
4033,4034,24.08.1990,УКС,Т,,Герметичная часть. Трубопроводы выхлопа предохранительных клапанов САО3,,РО,2,Р,Чертеж,210006.0445227.40002.400.ТМ.02,124157т
4035,4036,24.08.1990,,Т,,Герметичная часть. Трубопроводы байпасной очистки воды І контура,,РО,1,Р,Чертеж,210006.0445227.40001.400.ТМ.05,124199т
4035,4037,24.08.1990,,Т,,Герметичная часть. Трубопроводы байпасной очистки воды І контура,,РО,1,Р,Смета,,10А 1/9т
4038,4039,24.08.1990,,К,,Замена УЛУ2-ЭВМ на УЛУ2-МПК,,ТО,3,Р,Чертеж,210006.0455035.00003.470.АТ.04,124108к
4040,4041,24.08.1990,УКС,Т,,негерметичная часть. Трудопроводы аварийного расхолаживания І контура,,РО,1,Р,Чертеж,210006.0446527.40001.400.ТМ.02,124128т
4040,4042,24.08.1990,УКС,Т,,негерметичная часть. Трудопроводы аварийного расхолаживания І контура,,РО,1,Р,Смета,,10А 1/10т
4043,4044,27.08.1990,УКС,К,,Установка расходомера на коллекторе ХОВ в конденсатор в турбины. Сводная схема в части КИП,,ОПБ,1,Р,Чертеж,210006.0455035.00001.470.АТ.02,123285к
4045,4046,27.08.1990,УКС,К,,Система шариковой очистки конденсаторов КИП и А.,,ТО,1,Р,Чертеж,210006.0457235.0001.470.АТ.03,123410к
4047,4048,27.08.1990,,Т,,Герметическая часть. Трубопроводы выхлопа предохранительных клапанов САОЗ,,РО,1,Р,Чертеж,210006.0445227.40001.400.ТМ.02,123418т
4047,4049,27.08.1990,,Т,,Герметическая часть. Трубопроводы выхлопа предохранительных клапанов САОЗ,,РО,1,Р,Спецификация (в составе конструкторской документации),210006.0445227.40001.400.ТМ.02                                       Тм.,123418т
4050,4051,27.08.1990,,Э,,Установка указателей аварийных выходов в кабельных помещениях,,ЭЭТУ,1,Р,Чертеж,210006.0472323.50104.400.ЭТ.10,123201э
4052,4053,27.08.1990,,Э,,Сети оповещения,,РО,1,Р,Чертеж,210006.0468639.00001.400.УС.02,123663э
4052,4054,27.08.1990,,Э,,Сети оповещения,,РО,1,Р,Спецификация (в составе конструкторской документации),,123664э
4055,4056,27.08.1990,,,,Установка каналов измерительных. Эксплуатационная документация,ЦТАИ,блок 1,1,Р,Чертеж,8002.15.30.000,
4057,4058,23.08.1990,,,,Комплект технической документации на установку глубокового упаривания,ХЦ,блок 1,1,Р,Перечень,УГУ-1-500,
4060,4062,17.09.1990,,Т,,Оборудование транспортного коридора АЭС для кантования контейнера ТК-13,,блок 1,1,Р,Чертеж,2984.00.000СБ,196т
4063,4064,23.10.1990,,Э,,Оснастка для установки эндоскопов в ЦВД п.т. К-1000-60/3000,,блок 1,1,Р,Чертеж,,Э-57326 СБ
4065,4066,23.10.1990,,Э,,Клапан регулирующий греющего пара СПП,ТЦ,блок 1,1,Р,Чертеж,,Э-56859
4067,4068,05.12.1990,,,,"Комплект документации ""Проходки трубопроводов с индивидуальным контролем герметичности""",,блок 1,1,Р,Инструкция,1160.26.44.00,
4067,4069,05.12.1990,,,,"Комплект документации ""Проходки трубопроводов с индивидуальным контролем герметичности""",,блок 1,1,Р,Чертеж,1160.26.44.010МЧ,
4070,4071,12.02.1991,,,,Фильтр предочистки ФП-2.4-2 УХЛ4,,блок 1,1,Р,Чертеж,Т730.00.00.00.СБ,лист. 1
4072,4073,12.02.1991,,,,Сито.,,блок 1,1,Р,Чертеж,Т730.06.00.00.00СБ,
4074,4075,12.02.1991,,,,Каркас.,,блок 1,1,Р,Чертеж,Т730.06.01.00.00.СБ,
4076,4077,19.02.1992,,,,Трубопровод обвязки пленочных сепараторов,ТЦ,блок 1,1,Р,Чертеж,1375814 МЧ,
4070,4078,12.02.1991,,,,Фильтр предочистки ФП-2.4-2 УХЛ4,,блок 1,1,Р,Чертеж,Т730.00.00.00.00.СБ,лист. 2
4079,4080,30.12.1991,,,,Консервация энергоблока №2.Проэкт том1 .,ОППР,блок 1,2,Р,Записка,,том1
4079,4081,30.12.1991,,,,Консервация энергоблока №2.Проэкт том1 .,ОППР,блок 1,2,Р,Чертеж,210006.08060.00002.011.ВД.00,
4082,4083,30.12.1991,,,,Рекомендации по консервации оборудования и систем блока №2. Том2,,блок 1,2,Р,Общие виды,,
4085,4086,30.12.1991,,,,Технические предложения по консервации блока №2,,блок 1,2,Р,Техническое обоснование безопасности,,
4087,4088,16.04.1992,УКС,,,"Негерметическая часть. Трубопроводы технической воды гр.""В"". Врезка дополнительной арматуры в локгруппе",,РО,1,Р,Чертеж,ГАН-0448/ТМО,
4087,4089,16.04.1992,УКС,,,"Негерметическая часть. Трубопроводы технической воды гр.""В"". Врезка дополнительной арматуры в локгруппе",,РО,1,Р,Смета,№10/1214-ГРП,
4090,4091,22.04.1992,,Э,,Отключение потребителей пара при срабатываниии аварийной защиты,,блок 1,1,Р,Чертеж,ГАН-0441/АСУ,
4090,4092,22.04.1992,,Э,,Отключение потребителей пара при срабатываниии аварийной защиты,,блок 1,1,Р,Смета,№10Р.1-72э,
4093,4094,20.05.1992,ОКП УС ХАЭС,,,Организация водоотвода на промплощадке. Мероприятия по водоотводу в районе ММДХ. Прокладка в сети К-13.ППР,КХ,ММДХ,1,Р,Чертеж,165-01,№5110
4093,4095,20.05.1992,ОКП УС ХАЭС,,,Организация водоотвода на промплощадке. Мероприятия по водоотводу в районе ММДХ. Прокладка в сети К-13.ППР,КХ,ММДХ,1,Р,Смета,№8/57-ГРП2г,
4096,4097,19.06.1992,,Т,,Блок мастерских. Вспомогательное оборудование.,ЦДОРО,СК,1,Р,Чертеж,ГАН-4251/ТМО,
4096,4098,19.06.1992,,Т,,Блок мастерских. Вспомогательное оборудование.,ЦДОРО,СК,1,Р,Смета,№68АІ/ГРП-3т,
4099,4100,02.07.1992,,Т,,Трубопроводы охлаждающей воды неответственных потребителей. Установка аварийного фильтра,ТЦ,ДЭС,1,Р,Чертеж,21006.0447327.00001.400 ТМ01,43.062 МП-001т
4099,4101,02.07.1992,,Т,,Трубопроводы охлаждающей воды неответственных потребителей. Установка аварийного фильтра,ТЦ,ДЭС,1,Р,Смета,№10Б.1-43.062МП-001ТСМ,
4102,4103,20.07.1992,УКС,Т,,Блок мастерских. Трубопроводы дезактивации,ЦДОРО,СК,1,Р,Чертеж,ГАН-4258/ТМО,
4102,4104,20.07.1992,УКС,Т,,Блок мастерских. Трубопроводы дезактивации,ЦДОРО,СК,1,Р,Смета,№68АІ/ГРП-4т,
4105,4106,20.07.1992,УКС,Т,,Блок спецводоотчистки. Трубопроводы дистиллата СВО-3,ХЦ,СК,1,Р,Чертеж,ГАН-4259/ТМО,
4105,4107,20.07.1992,УКС,Т,,Блок спецводоотчистки. Трубопроводы дистиллата СВО-3,ХЦ,СК,1,Р,Смета,№68АІ/ГРП-5т,
4108,4109,27.07.1992,УКС,Э,,"Электрооборудование турбинного отделения, помещений РУСН и щитов управления. Техническое задание заводу на изготовление ячеек КРУ-6кв для РУСН турбинного отделения",ЭЦ,ТО,1,Р,Чертеж,210006.0468123.00001.400.ЭТ02,127995э
4108,4110,27.07.1992,УКС,Э,,"Электрооборудование турбинного отделения, помещений РУСН и щитов управления. Техническое задание заводу на изготовление ячеек КРУ-6кв для РУСН турбинного отделения",ЭЦ,ТО,1,Р,Чертеж,210006.0215023.00001.400.ЭТ.Н1 000000 0А,127996э
4108,4111,27.07.1992,УКС,Э,,"Электрооборудование турбинного отделения, помещений РУСН и щитов управления. Техническое задание заводу на изготовление ячеек КРУ-6кв для РУСН турбинного отделения",ЭЦ,ТО,1,Р,Смета,№10Р.1-85э,
4112,4113,27.07.1992,"ОКБ ""Гидропресс""",,,Технологические указания по реконструкции узла закрепления кольца опорного на компенсаторе давления блока №1 ХАЭС,ЭРП,блок 1,1,Р,Чертеж,320-ПР-109,
4112,4113,27.07.1992,"ОКБ ""Гидропресс""",,,Технологические указания по реконструкции узла закрепления кольца опорного на компенсаторе давления блока №1 ХАЭС,РЦ,блок 1,1,Р,Чертеж,320-ПР-109,
4114,4115,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ТЦ,ДЭС,1,Р,Чертеж,210006.0447527.00001.400.ТМ22,43.054.МП-004т
4114,4115,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ЭРП,ДЭС,1,Р,Чертеж,210006.0447527.00001.400.ТМ22,43.054.МП-004т
4114,4115,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ОППР,ДЭС,1,Р,Чертеж,210006.0447527.00001.400.ТМ22,43.054.МП-004т
4114,4116,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ТЦ,ДЭС,1,Р,Схема,210006.0447527.00001.400.ТМ22,43.054.МП-004т
4114,4116,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ЭРП,ДЭС,1,Р,Схема,210006.0447527.00001.400.ТМ22,43.054.МП-004т
4114,4116,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ОППР,ДЭС,1,Р,Схема,210006.0447527.00001.400.ТМ22,43.054.МП-004т
4114,4117,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ТЦ,ДЭС,1,Р,Смета,№10Б.1-43.054.МП-004СМ-т,
4114,4117,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ЭРП,ДЭС,1,Р,Смета,№10Б.1-43.054.МП-004СМ-т,
4114,4117,28.07.1992,,Т,,Трубопроводы откоса масляных паров из бака протечек масла SC42ВО1,ОППР,ДЭС,1,Р,Смета,№10Б.1-43.054.МП-004СМ-т,
4118,4119,28.07.1992,,Т,,Трубопроводы греющего пара деаэраторов и КСН. Замена импульсивных клапанов,ТЦ,ТО,1,Р,Смета,№10Б.1-43.054МП-002см-т,
4118,4119,28.07.1992,,Т,,Трубопроводы греющего пара деаэраторов и КСН. Замена импульсивных клапанов,ЭРП,ТО,1,Р,Смета,№10Б.1-43.054МП-002см-т,
4118,4119,28.07.1992,,Т,,Трубопроводы греющего пара деаэраторов и КСН. Замена импульсивных клапанов,ОППР,ТО,1,Р,Смета,№10Б.1-43.054МП-002см-т,
4118,4120,28.07.1992,,Т,,Трубопроводы греющего пара деаэраторов и КСН. Замена импульсивных клапанов,ТЦ,ТО,1,Р,Чертеж,210006.0447227.00001.400.ТМ32,43.054.МП-002т
4118,4120,28.07.1992,,Т,,Трубопроводы греющего пара деаэраторов и КСН. Замена импульсивных клапанов,ЭРП,ТО,1,Р,Чертеж,210006.0447227.00001.400.ТМ32,43.054.МП-002т
4118,4120,28.07.1992,,Т,,Трубопроводы греющего пара деаэраторов и КСН. Замена импульсивных клапанов,ОППР,ТО,1,Р,Чертеж,210006.0447227.00001.400.ТМ32,43.054.МП-002т
4121,4122,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ТЦ,ТО,1,Р,Чертеж,210006.0447327.00001.400.ТМ01,43.054.МП-003т
4121,4122,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ЭРП,ТО,1,Р,Чертеж,210006.0447327.00001.400.ТМ01,43.054.МП-003т
4121,4122,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ОППР,ТО,1,Р,Чертеж,210006.0447327.00001.400.ТМ01,43.054.МП-003т
4121,4123,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ТЦ,ТО,1,Р,Спецификация (в составе конструкторской документации),210006.0447327.00001.400.ТМ01 СО,43.054.МП-003т
4121,4123,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ЭРП,ТО,1,Р,Спецификация (в составе конструкторской документации),210006.0447327.00001.400.ТМ01 СО,43.054.МП-003т
4121,4123,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ОППР,ТО,1,Р,Спецификация (в составе конструкторской документации),210006.0447327.00001.400.ТМ01 СО,43.054.МП-003т
4121,4124,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ОППР,ТО,1,Р,Смета,№10Б.1-43.054МП-003см-т,
4121,4124,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ЭРП,ТО,1,Р,Смета,№10Б.1-43.054МП-003см-т,
4121,4124,28.07.1992,,Т,,Сливной трубопровод дебалансноо конденсата ІІ контура,ТЦ,ТО,1,Р,Смета,№10Б.1-43.054МП-003см-т,
4125,4126,28.07.1992,,Т,,Трубопроводы сброса аммиачной воды,ОППР,ТО,1,Р,Чертеж,210006.0447327.00001.400.ТМ25,43.054.МП-001т
4125,4126,28.07.1992,,Т,,Трубопроводы сброса аммиачной воды,ТЦ,ТО,1,Р,Чертеж,210006.0447327.00001.400.ТМ25,43.054.МП-001т
4125,4126,28.07.1992,,Т,,Трубопроводы сброса аммиачной воды,ЭРП,ТО,1,Р,Чертеж,210006.0447327.00001.400.ТМ25,43.054.МП-001т
4125,4127,28.07.1992,,Т,,Трубопроводы сброса аммиачной воды,ТЦ,ТО,1,Р,Смета,№10Б.1-43.054.МП-001см-т,
4125,4127,28.07.1992,,Т,,Трубопроводы сброса аммиачной воды,ЭРП,ТО,1,Р,Смета,№10Б.1-43.054.МП-001см-т,
4125,4127,28.07.1992,,Т,,Трубопроводы сброса аммиачной воды,ОППР,ТО,1,Р,Смета,№10Б.1-43.054.МП-001см-т,
4128,4129,29.07.1992,,,,Заказная спецификация на металл для крепления трубопроводов горячей промывки КПТ и рециркуляции ТПН,ОППР,ТО,1,Р,Спецификация заказная,№1-6871-ТХ,24442т
4128,4129,29.07.1992,,,,Заказная спецификация на металл для крепления трубопроводов горячей промывки КПТ и рециркуляции ТПН,ТЦ,ТО,1,Р,Спецификация заказная,№1-6871-ТХ,24442т
4130,4131,29.07.1992,УКС,Э,,"Установка воздухосборников и ресиверов ИТ, ИG. Освещение площадок воздухосборников и ресиверов",РЦ,РО,1,Р,Чертеж,ГАН-4200/ЭТО,
4130,4132,29.07.1992,УКС,Э,,"Установка воздухосборников и ресиверов ИТ, ИG. Освещение площадок воздухосборников и ресиверов",РЦ,РО,1,Р,Смета,№10.1/ГРП6э,
4133,4134,29.07.1992,,С,,Перенос ротаметров системы ТS к управляющей арматуре. Установка закладных изделий в стенах реакторного отделения,РЦ,РО,1,Р,Чертеж,210006.0442142.40001.470.КЖ.02,128255с
4133,4134,29.07.1992,,С,,Перенос ротаметров системы ТS к управляющей арматуре. Установка закладных изделий в стенах реакторного отделения,ЭРП,РО,1,Р,Чертеж,210006.0442142.40001.470.КЖ.02,128255с
4133,4135,29.07.1992,,С,,Перенос ротаметров системы ТS к управляющей арматуре. Установка закладных изделий в стенах реакторного отделения,РЦ,РО,1,Р,Смета,№10Р.1-88с,
4133,4135,29.07.1992,,С,,Перенос ротаметров системы ТS к управляющей арматуре. Установка закладных изделий в стенах реакторного отделения,ЭРП,РО,1,Р,Смета,№10Р.1-88с,
4136,4137,29.07.1992,,С,,Негерметичная часть.Устройство фундамента под оборудование,РЦ,РО,1,Р,Чертеж,210006.0442142.40001.470.КЖ.01,127979с
4136,4137,29.07.1992,,С,,Негерметичная часть.Устройство фундамента под оборудование,ОППР,РО,1,Р,Чертеж,210006.0442142.40001.470.КЖ.01,127979с
4136,4137,29.07.1992,,С,,Негерметичная часть.Устройство фундамента под оборудование,,РО,1,Р,Чертеж,210006.0442142.40001.470.КЖ.01,127979с
4136,4138,29.07.1992,,С,,Негерметичная часть.Устройство фундамента под оборудование,ОППР,РО,1,Р,Смета,№10Р.1-84с,24418с
4136,4138,29.07.1992,,С,,Негерметичная часть.Устройство фундамента под оборудование,РЦ,РО,1,Р,Смета,№10Р.1-84с,24418с
4139,4140,03.08.1992,,,,Проект установки блокированного устройства на пульте управления компрессорами. Азотно-кислородная станция,ЭРП,АКС,1,Р,Чертеж,ГАН-4244/АСУ,
4141,4142,06.08.1992,ОКП УС ХАЭС,,,Промплощадка. Транспортная развязка,,блок 1,1,Р,Чертеж,165-01-ГП,5165
4141,4143,06.08.1992,ОКП УС ХАЭС,,,Промплощадка. Транспортная развязка,,блок 1,1,Р,Смета,№20П,
4144,4145,19.08.1992,,Э,,Огнезащитное  покрытие кабелей к пожарным извещателям в помещениях важных для безопасности,ЭЦ,РО,1,Р,Чертеж,210006.0473223.00001.470.ЭТ.01,128410э
4144,4145,19.08.1992,,Э,,Огнезащитное  покрытие кабелей к пожарным извещателям в помещениях важных для безопасности,ОППР,РО,1,Р,Чертеж,210006.0473223.00001.470.ЭТ.01,128410э
4144,4146,19.08.1992,,Э,,Огнезащитное  покрытие кабелей к пожарным извещателям в помещениях важных для безопасности,ОППР,РО,1,Р,Смета,№10Р.1-89э,
4144,4146,19.08.1992,,Э,,Огнезащитное  покрытие кабелей к пожарным извещателям в помещениях важных для безопасности,ЭЦ,РО,1,Р,Смета,№10Р.1-89э,
4147,4148,19.08.1992,,,,Перечень заказных спецификаций по реконструкции блока №1,,блок 1,1,Р,Перечень,,
4149,4150,25.08.1992,,,,Трубопроводы сетевой воды на и от гребенок.Проект производства работ,ТЦ,ТО,1,Р,Чертеж,ГАН4292/ТМО,
4149,4151,25.08.1992,,,,Трубопроводы сетевой воды на и от гребенок.Проект производства работ,ТЦ,ТО,1,Р,Проект производства работ для строительства,550011,
4152,4153,07.09.1992,,Э,,Реконструкция вторинных соединений противоаварийной автоматики способом воздействия. Защита от неполнофазного режима бл№1 при асинхронном ходе.,ЭЦ,блок 1,1,Р,Схема,,121950э
4154,4155,15.09.1992,,Э,307-90,Прокладывание линий связи от акустических датчиков и оборудования места установки вторичного прибора,,блок 1,1,Р,Схема электрическая,ИТ-5701 Э1,
4156,4157,06.10.1992,"МСП ""Энергосервис""",Т,,Негерметическая часть. Трубопроводы диетиллата. Обвязка теплообменников отбора проб САОЗ и продувки ПГ,РЦ,РО,1,Р,Чертеж,43.057.201т,
4156,4157,06.10.1992,"МСП ""Энергосервис""",Т,,Негерметическая часть. Трубопроводы диетиллата. Обвязка теплообменников отбора проб САОЗ и продувки ПГ,ОППР,РО,1,Р,Чертеж,43.057.201т,
4156,4157,06.10.1992,"МСП ""Энергосервис""",Т,,Негерметическая часть. Трубопроводы диетиллата. Обвязка теплообменников отбора проб САОЗ и продувки ПГ,ЭРП,РО,1,Р,Чертеж,43.057.201т,
4156,4157,06.10.1992,"МСП ""Энергосервис""",Т,,Негерметическая часть. Трубопроводы диетиллата. Обвязка теплообменников отбора проб САОЗ и продувки ПГ,ЭЦ,РО,1,Р,Чертеж,43.057.201т,
4156,4158,06.10.1992,"МСП ""Энергосервис""",Т,,Негерметическая часть. Трубопроводы диетиллата. Обвязка теплообменников отбора проб САОЗ и продувки ПГ,ОППР,РО,1,Р,Смета,,
4159,4160,08.10.1992,,С,,Химводоотчистка. Известковое хозяйство,,ОВК,1,Р,Чертеж,210006.2242441.00001.470.КМ.03,129085с
4159,4161,08.10.1992,,С,,Химводоотчистка. Известковое хозяйство,,ОВК,1,Р,Смета,№67Р.1/2с,
4162,4163,08.10.1992,,,,Безнасосный слив сепарата из СС СПП в конденсатор,,ТО,1,Р,Чертеж,ГАН-0485/АСУ,
4162,4164,08.10.1992,,,,Безнасосный слив сепарата из СС СПП в конденсатор,,ТО,1,Р,Спецификация заказная,ГАН-0492/АСУ,
4162,4165,08.10.1992,,,,Безнасосный слив сепарата из СС СПП в конденсатор,,ТО,1,Р,Смета,№2-10Р.1-54 кк,
4162,4166,08.10.1992,,,,Безнасосный слив сепарата из СС СПП в конденсатор,,ТО,1,Р,Смета,№2-10Р.1-60 кк,
4167,4168,08.10.1992,,,,Подземная часть. Охранная сигнализация,,АБК,1,Р,Чертеж,ГАН-0508/ЭТО,
4169,4170,08.10.1992,,,,Автоматический прогрев СПП,,ТО,1,Р,Чертеж,ГАН-0495/АСУ,
4169,4171,08.10.1992,,,,Автоматический прогрев СПП,,ТО,1,Р,Смета,№2-10Р.1-53/1кк-А,
4172,4173,08.10.1992,,Т,,Трубопроводы обвязки дренажных баков из коррозионностойкой стали,ТЦ,ТО,1,Р,Чертеж,210006.0447327.00001.400.ТМ01,128456т
4172,4174,08.10.1992,,Т,,Трубопроводы обвязки дренажных баков из коррозионностойкой стали,ТЦ,ТО,1,Р,Спецификация заказная,№1-6876р-ТХ,
4172,4175,08.10.1992,,Т,,Трубопроводы обвязки дренажных баков из коррозионностойкой стали,ТЦ,ТО,1,Р,Смета,№10.Б.1/52т,
4172,4175,08.10.1992,,Т,,Трубопроводы обвязки дренажных баков из коррозионностойкой стали,ОППР,ТО,1,Р,Смета,№10.Б.1/52т,
4172,4176,08.10.1992,,Т,,Трубопроводы обвязки дренажных баков из коррозионностойкой стали,ТЦ,ТО,1,Р,Спецификация заказная,№1-6640р-ТХ1,
4172,4177,08.10.1992,,Т,,Трубопроводы обвязки дренажных баков из коррозионностойкой стали,ТЦ,ТО,1,Р,Спецификация заказная,№1-6641р-ТХ1,
4178,4179,08.10.1992,,Т,,Паропроводы собственных нужд от КСН к ПЭМ,ЦВИК,ТО,1,Р,Чертеж,ГАН-4295/ТМО,
4178,4179,08.10.1992,,Т,,Паропроводы собственных нужд от КСН к ПЭМ,ТЦ,ТО,1,Р,Чертеж,ГАН-4295/ТМО,
4178,4179,08.10.1992,,Т,,Паропроводы собственных нужд от КСН к ПЭМ,ОППР,ТО,1,Р,Чертеж,ГАН-4295/ТМО,
4178,4180,08.10.1992,,Т,,Паропроводы собственных нужд от КСН к ПЭМ,ЦВИК,ТО,1,Р,Смета,№10.Б.1/55т,
4178,4180,08.10.1992,,Т,,Паропроводы собственных нужд от КСН к ПЭМ,ТЦ,ТО,1,Р,Смета,№10.Б.1/55т,
4178,4180,08.10.1992,,Т,,Паропроводы собственных нужд от КСН к ПЭМ,ОППР,ТО,1,Р,Смета,№10.Б.1/55т,
4181,4182,08.10.1992,,Т,,Негерметичная часть. Трубопроводы сжигания водорода,ЭРП,РО,1,Р,Чертеж,210006.0446827.40001.400.ТМ00,128197т
4181,4182,08.10.1992,,Т,,Негерметичная часть. Трубопроводы сжигания водорода,РЦ,РО,1,Р,Чертеж,210006.0446827.40001.400.ТМ00,128197т
4181,4183,08.10.1992,,Т,,Негерметичная часть. Трубопроводы сжигания водорода,ЭРП,РО,1,Р,Смета,№10А.1-56т(92),
4181,4183,08.10.1992,,Т,,Негерметичная часть. Трубопроводы сжигания водорода,РЦ,РО,1,Р,Смета,№10А.1-56т(92),
4184,4185,08.10.1992,,Э,,Подземная часть. Установка холодильной камеры. Электротехническая часть,,АБК,1,Р,Чертеж,ГАН-0506/ЭТО,
4184,4185,08.10.1992,,Э,,Подземная часть. Установка холодильной камеры. Электротехническая часть,ЭЦ,АБК,1,Р,Чертеж,ГАН-0506/ЭТО,
4184,4186,08.10.1992,,Э,,Подземная часть. Установка холодильной камеры. Электротехническая часть,ЭЦ,АБК,1,Р,Смета,№86/6-ГРП-6э,
4187,4188,08.10.1992,,ОВ,,Подземная часть. Установка холодильной камеры. Вентиляция,ЦВИК,АБК,1,Р,Чертеж,ГАН-0510/ОВ,
4187,4189,08.10.1992,,ОВ,,Подземная часть. Установка холодильной камеры. Вентиляция,ЦВИК,АБК,1,Р,Смета,№131/111-1ов,
4190,4191,08.10.1992,,ВК,,Промплощадка энергоблока №1. Разделение сети противопожарного водопровода на ремонтные участки,УКС,блок 1,1,Р,Чертеж,ГАН-4235/ВК,
4190,4191,08.10.1992,,ВК,,Промплощадка энергоблока №1. Разделение сети противопожарного водопровода на ремонтные участки,ОППР,блок 1,1,Р,Чертеж,ГАН-4235/ВК,
4190,4191,08.10.1992,,ВК,,Промплощадка энергоблока №1. Разделение сети противопожарного водопровода на ремонтные участки,КХ,блок 1,1,Р,Чертеж,ГАН-4235/ВК,
4190,4192,08.10.1992,,ВК,,Промплощадка энергоблока №1. Разделение сети противопожарного водопровода на ремонтные участки,ОППР,блок 1,1,Р,Смета,№121.1р/ГРП-1г,
4190,4192,08.10.1992,,ВК,,Промплощадка энергоблока №1. Разделение сети противопожарного водопровода на ремонтные участки,УКС,блок 1,1,Р,Смета,№121.1р/ГРП-1г,
4190,4192,08.10.1992,,ВК,,Промплощадка энергоблока №1. Разделение сети противопожарного водопровода на ремонтные участки,КХ,блок 1,1,Р,Смета,№121.1р/ГРП-1г,
